uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_3290,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,11,18,0
uniqueid_3291,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,6,44,0
uniqueid_3292,Kenya,2018,Rural,Yes,Male,Other relative,Single/Never Married,Primary education,Farming and Fishing,2,29,0
uniqueid_3293,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Informally employed,5,22,0
uniqueid_3294,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,6,29,0
uniqueid_3295,Kenya,2018,Urban,Yes,Male,Head of Household,Widowed,Primary education,Informally employed,1,57,0
uniqueid_3296,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Government Dependent,6,70,0
uniqueid_3297,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,2,40,0
uniqueid_3298,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,7,16,0
uniqueid_3299,Kenya,2018,Urban,Yes,Male,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing,2,60,0
uniqueid_3300,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,30,0
uniqueid_3301,Kenya,2018,Rural,Yes,Female,Child,Widowed,Vocational/Specialised training,Informally employed,6,45,0
uniqueid_3302,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,9,20,0
uniqueid_3303,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Self employed,5,42,1
uniqueid_3304,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent,6,22,0
uniqueid_3305,Kenya,2018,Urban,No,Female,Head of Household,Widowed,Primary education,Farming and Fishing,2,88,0
uniqueid_3306,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,6,36,0
uniqueid_3307,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Tertiary education,Formally employed Private,2,23,1
uniqueid_3308,Kenya,2018,Urban,Yes,Female,Parent,Married/Living together,Primary education,Self employed,2,24,0
uniqueid_3309,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,28,0
uniqueid_3310,Kenya,2018,Urban,No,Male,Head of Household,Married/Living together,No formal education,Self employed,1,26,1
uniqueid_3311,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,5,26,0
uniqueid_3312,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Informally employed,5,35,1
uniqueid_3313,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,2,24,0
uniqueid_3314,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Self employed,2,60,0
uniqueid_3315,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,4,40,0
uniqueid_3316,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Remittance Dependent,1,20,0
uniqueid_3317,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,5,20,0
uniqueid_3318,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing,4,30,0
uniqueid_3319,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,4,20,0
uniqueid_3320,Kenya,2018,Urban,Yes,Male,Child,Married/Living together,Primary education,Informally employed,8,30,0
uniqueid_3321,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,30,0
uniqueid_3322,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Secondary education,Other Income,8,23,0
uniqueid_3323,Kenya,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed,9,35,0
uniqueid_3324,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,No formal education,Self employed,3,23,0
uniqueid_3325,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,5,28,0
uniqueid_3326,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Secondary education,Informally employed,1,52,0
uniqueid_3327,Kenya,2018,Urban,Yes,Female,Other relative,Single/Never Married,Tertiary education,Informally employed,2,24,1
uniqueid_3328,Kenya,2018,Rural,Yes,Male,Head of Household,Widowed,No formal education,Farming and Fishing,1,68,0
uniqueid_3329,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private,2,36,0
uniqueid_3330,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,7,44,0
uniqueid_3331,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Self employed,1,25,0
uniqueid_3332,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private,1,24,0
uniqueid_3333,Kenya,2018,Urban,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,1,45,0
uniqueid_3334,Kenya,2018,Urban,Yes,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,2,20,0
uniqueid_3335,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,6,45,1
uniqueid_3336,Kenya,2018,Urban,No,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,5,20,0
uniqueid_3337,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,31,0
uniqueid_3338,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,1,44,1
uniqueid_3339,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing,1,22,1
uniqueid_3340,Kenya,2018,Rural,Yes,Male,Other non-relatives,Single/Never Married,Tertiary education,Farming and Fishing,3,25,0
uniqueid_3341,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,2,68,0
uniqueid_3342,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,3,39,1
uniqueid_3343,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,3,30,0
uniqueid_3344,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,Primary education,Informally employed,7,28,0
uniqueid_3345,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Secondary education,Self employed,3,30,0
uniqueid_3346,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Informally employed,6,43,0
uniqueid_3347,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Other Income,2,89,0
uniqueid_3348,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Tertiary education,Remittance Dependent,4,30,0
uniqueid_3349,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,2,36,1
uniqueid_3350,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,5,28,1
uniqueid_3351,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,3,60,0
uniqueid_3352,Kenya,2018,Rural,No,Male,Head of Household,Divorced/Seperated,Secondary education,Other Income,1,57,0
uniqueid_3353,Kenya,2018,Urban,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,56,0
uniqueid_3354,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent,1,23,1
uniqueid_3355,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing,4,45,0
uniqueid_3356,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Self employed,3,31,0
uniqueid_3357,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,3,52,1
uniqueid_3358,Kenya,2018,Rural,No,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing,1,70,0
uniqueid_3359,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,46,1
uniqueid_3360,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income,1,22,1
uniqueid_3361,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,5,33,0
uniqueid_3362,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Primary education,Informally employed,3,38,0
uniqueid_3363,Kenya,2018,Urban,No,Female,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,2,23,0
uniqueid_3364,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government,1,32,1
uniqueid_3365,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,7,32,0
uniqueid_3366,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Remittance Dependent,5,48,0
uniqueid_3367,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,9,40,0
uniqueid_3368,Kenya,2018,Urban,Yes,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing,1,73,0
uniqueid_3369,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Informally employed,2,44,0
uniqueid_3370,Kenya,2018,Urban,Yes,Female,Other non-relatives,Single/Never Married,Secondary education,Formally employed Private,2,23,0
uniqueid_3371,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,11,50,0
uniqueid_3372,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed,4,27,0
uniqueid_3373,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,1,70,1
uniqueid_3374,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,50,0
uniqueid_3375,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,60,0
uniqueid_3376,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Primary education,Informally employed,7,17,0
uniqueid_3377,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,4,35,0
uniqueid_3378,Kenya,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed,1,21,0
uniqueid_3379,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,5,20,0
uniqueid_3380,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,7,38,1
uniqueid_3381,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,3,62,1
uniqueid_3382,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,2,58,0
uniqueid_3383,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,38,0
uniqueid_3384,Kenya,2018,Urban,Yes,Male,Other relative,Single/Never Married,Vocational/Specialised training,Farming and Fishing,4,24,0
uniqueid_3385,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,3,33,0
uniqueid_3386,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,8,34,0
uniqueid_3387,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,4,16,0
uniqueid_3388,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Other Income,1,18,1
uniqueid_3389,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Self employed,2,52,0
uniqueid_3390,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,3,56,1
uniqueid_3391,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,4,55,0
uniqueid_3392,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,31,0
uniqueid_3393,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Self employed,3,32,1
uniqueid_3394,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,7,50,1
uniqueid_3395,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private,4,32,0
uniqueid_3396,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Self employed,2,70,0
uniqueid_3397,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Informally employed,3,53,0
uniqueid_3398,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,4,54,0
uniqueid_3399,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,6,59,0
uniqueid_3400,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,7,39,1
uniqueid_3401,Kenya,2018,Urban,Yes,Female,Other relative,Single/Never Married,Vocational/Specialised training,Remittance Dependent,3,25,0
uniqueid_3402,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing,4,26,0
uniqueid_3403,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Other/Dont know/RTA,Formally employed Private,3,46,1
uniqueid_3404,Kenya,2018,Urban,Yes,Female,Other relative,Single/Never Married,Primary education,Formally employed Private,5,31,0
uniqueid_3405,Kenya,2018,Rural,Yes,Male,Head of Household,Widowed,Primary education,Remittance Dependent,1,71,0
uniqueid_3406,Kenya,2018,Urban,No,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent,1,88,0
uniqueid_3407,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,4,80,1
uniqueid_3408,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,3,27,0
uniqueid_3409,Kenya,2018,Rural,No,Male,Head of Household,Widowed,No formal education,Farming and Fishing,1,79,0
uniqueid_3410,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent,5,30,0
uniqueid_3411,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,4,35,0
uniqueid_3412,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,2,18,0
uniqueid_3413,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,1,47,1
uniqueid_3414,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed,3,45,1
uniqueid_3415,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,1,54,1
uniqueid_3416,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,7,68,0
uniqueid_3417,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,4,48,0
uniqueid_3418,Kenya,2018,Rural,Yes,Female,Other relative,Single/Never Married,Secondary education,Informally employed,6,27,0
